Date,Time,°C,kPa,DO %,DO mg/L,SPC-mS/cm,C-mS/cm,TDS mg/L,SAL-ppt,pH,FNU,NTU,BGA-PC RFU,BGA-PC ug/L,Chl RFU,Chl ug/L,DEP m,ALT m,Lat,Lon
6/17/2019,1:12:58,13.174,100.91,86.9,7.33,53.424,41.359,34725.539,35.21,7.81,1.23,1.23,0.377,0.46,1.078,4.36,3.845,-2.3,38.18837,-122.92819
6/17/2019,1:13:03,13.302,100.92,87.1,7.33,53.389,41.459,34703.098,35.19,7.81,1.33,1.33,0.503,0.58,1.106,4.47,3.775,-1.9,38.18839,-122.92821
6/17/2019,1:13:08,13.225,100.93,86.8,7.31,53.455,41.433,34745.527,35.24,7.81,1.36,1.36,0.412,0.49,1.295,5.22,3.706,-1.5,38.1884,-122.92822
6/17/2019,1:13:13,13.43,100.93,87.1,7.31,53.327,41.536,34662.359,35.15,7.81,1.43,1.43,0.358,0.44,1.369,5.52,3.59,-1.9,38.18842,-122.92823
6/17/2019,1:13:18,13.521,100.91,86.9,7.28,53.271,41.591,34626.191,35.12,7.81,1.42,1.42,0.475,0.56,1.305,5.27,3.579,-2.1,38.18844,-122.92825
6/17/2019,1:13:23,13.723,100.92,87.6,7.32,53.218,41.756,34591.797,35.08,7.81,1.45,1.45,0.465,0.54,1.731,6.97,3.222,-2.4,38.18847,-122.92825
6/17/2019,1:13:28,14.213,100.91,89,7.37,53.009,42.076,34456.016,34.95,7.82,1.62,1.62,0.705,0.78,1.587,6.39,2.423,-2.3,38.18848,-122.92827
6/17/2019,1:13:33,14.61,100.92,90.6,7.44,52.849,42.361,34351.738,34.84,7.82,1.66,1.66,0.447,0.53,1.758,7.08,1.536,-2.5,38.1885,-122.92828
6/17/2019,1:13:38,14.705,100.91,91.1,7.47,52.806,42.422,34323.617,34.81,7.82,1.8,1.8,0.444,0.52,1.768,7.12,1.349,-3.3,38.18852,-122.92829
6/17/2019,1:13:43,14.719,100.91,91.6,7.5,52.814,42.443,34328.816,34.82,7.83,1.71,1.71,0.546,0.63,1.811,7.29,0.629,-3.9,38.18854,-122.92831
6/17/2019,1:13:48,14.722,100.91,91.8,7.52,52.808,42.441,34324.938,34.82,7.83,1.79,1.79,0.493,0.57,1.785,7.18,0.567,-4.1,38.18856,-122.92833
6/17/2019,1:13:53,14.719,100.91,91.9,7.53,52.815,42.444,34329.664,34.82,7.83,1.66,1.66,0.433,0.51,1.686,6.79,0.546,-3.9,38.18858,-122.92834
6/17/2019,1:13:58,14.727,100.91,92,7.53,52.811,42.449,34327.035,34.82,7.83,1.74,1.74,0.434,0.51,1.629,6.56,0.571,-4.3,38.18861,-122.92836
6/17/2019,1:14:03,14.728,100.91,92,7.53,52.811,42.45,34327.109,34.82,7.83,1.68,1.68,0.442,0.52,1.742,7.01,0.639,-4.1,38.18863,-122.92838
6/17/2019,1:14:08,14.731,100.91,92.1,7.54,52.811,42.452,34326.844,34.82,7.83,1.74,1.74,0.423,0.5,1.655,6.67,0.625,-4.3,38.18864,-122.92839
6/17/2019,1:14:13,14.731,100.91,92,7.54,52.81,42.452,34326.273,34.82,7.83,1.8,1.8,0.5,0.58,1.596,6.43,0.656,-4.6,38.18866,-122.92841
6/17/2019,1:14:18,14.734,100.91,92.1,7.54,52.806,42.451,34323.73,34.82,7.84,1.75,1.75,0.347,0.43,1.659,6.68,0.624,-4.7,38.18868,-122.92842
6/17/2019,1:14:23,14.732,100.91,92.1,7.54,52.81,42.454,34326.75,34.82,7.84,1.67,1.67,0.47,0.55,1.591,6.41,0.603,-5,38.1887,-122.92844
6/17/2019,1:14:28,14.735,100.91,92.1,7.54,52.807,42.453,34324.773,34.82,7.84,1.78,1.78,0.369,0.45,1.607,6.47,0.63,-5.7,38.18872,-122.92846
6/17/2019,1:14:33,14.736,100.91,92,7.54,52.81,42.456,34326.215,34.82,7.84,1.68,1.68,0.354,0.43,1.69,6.81,0.661,-5.8,38.18874,-122.92847
6/17/2019,1:14:38,14.735,100.91,92,7.54,52.811,42.457,34327.254,34.82,7.84,1.85,1.85,0.394,0.47,1.58,6.37,0.662,-6.1,38.18877,-122.92849
6/17/2019,1:14:43,14.723,100.91,92,7.53,52.823,42.455,34334.754,34.83,7.84,1.81,1.81,0.426,0.51,1.641,6.61,0.686,-6.6,38.18879,-122.9285
6/17/2019,1:14:48,14.731,100.91,92,7.53,52.811,42.452,34327.305,34.82,7.84,1.76,1.76,0.416,0.5,1.601,6.45,0.672,-6.6,38.18881,-122.92852
6/17/2019,1:14:53,14.727,100.91,92,7.54,52.814,42.45,34328.789,34.82,7.84,1.78,1.78,0.356,0.44,1.764,7.1,0.697,-6.1,38.18883,-122.92854
6/17/2019,1:14:58,14.713,100.91,92,7.53,52.817,42.439,34330.973,34.82,7.84,1.75,1.75,0.482,0.56,1.647,6.64,0.704,-6,38.18885,-122.92855
6/17/2019,1:15:03,14.695,100.92,92,7.54,52.833,42.434,34341.504,34.83,7.84,1.71,1.71,0.478,0.56,1.819,7.32,0.71,-5.9,38.18887,-122.92857
6/17/2019,1:15:08,14.639,100.92,91.9,7.53,52.861,42.401,34359.887,34.85,7.84,1.67,1.67,0.422,0.5,1.639,6.6,0.68,-6,38.18889,-122.92859
6/17/2019,1:15:13,14.647,100.91,91.9,7.54,52.846,42.396,34350.023,34.84,7.84,1.76,1.76,0.462,0.54,1.641,6.61,0.691,-6.1,38.18891,-122.92861
6/17/2019,1:15:18,14.68,100.9,91.9,7.53,52.831,42.419,34340.297,34.83,7.84,1.68,1.68,0.45,0.53,1.628,6.56,0.686,-5.4,38.18892,-122.92863
6/17/2019,1:15:23,14.637,100.91,91.8,7.53,52.86,42.397,34358.906,34.85,7.84,1.79,1.79,0.49,0.57,1.87,7.53,0.701,-4.9,38.18894,-122.92864
6/17/2019,1:15:28,14.653,100.9,91.9,7.53,52.846,42.402,34349.93,34.84,7.84,1.77,1.77,0.478,0.56,1.86,7.49,0.727,-4.6,38.18896,-122.92867
6/17/2019,1:15:33,14.626,100.9,91.7,7.52,52.866,42.391,34363.055,34.86,7.84,1.81,1.81,0.4,0.48,1.679,6.76,0.726,-4.7,38.18898,-122.92869
6/17/2019,1:15:38,14.615,100.91,91.7,7.52,52.866,42.381,34363.125,34.86,7.84,1.74,1.74,0.388,0.47,1.633,6.58,0.753,-6.3,38.189,-122.92871
6/17/2019,1:15:43,14.634,100.91,91.7,7.52,52.854,42.389,34355.059,34.85,7.84,1.69,1.69,0.499,0.58,1.536,6.19,0.779,-6,38.18901,-122.92873
6/17/2019,1:15:48,14.635,100.91,91.7,7.53,52.852,42.389,34353.715,34.85,7.84,1.72,1.72,0.352,0.43,1.565,6.31,0.777,-6.4,38.18903,-122.92876
6/17/2019,1:15:53,14.64,100.9,91.7,7.52,52.852,42.393,34353.586,34.85,7.84,1.74,1.74,0.362,0.44,1.661,6.69,0.785,-7.2,38.18906,-122.92878
6/17/2019,1:15:58,14.659,100.91,91.8,7.52,52.839,42.402,34345.055,34.84,7.84,1.81,1.81,0.453,0.53,1.634,6.58,0.757,-6.6,38.18908,-122.92879
6/17/2019,1:16:03,14.656,100.9,91.8,7.53,52.847,42.407,34350.75,34.84,7.84,1.76,1.76,0.392,0.47,1.613,6.5,0.756,-4.9,38.18909,-122.92882
6/17/2019,1:16:08,14.664,100.9,91.8,7.52,52.839,42.408,34345.301,34.84,7.84,1.73,1.73,0.353,0.43,1.586,6.39,0.766,-3.9,38.18911,-122.92883
6/17/2019,1:16:13,14.672,100.9,91.8,7.52,52.837,42.414,34344.293,34.84,7.84,1.9,1.9,0.538,0.62,1.683,6.78,0.768,-2.9,38.18913,-122.92886
6/17/2019,1:16:18,14.666,100.9,91.8,7.52,52.84,42.411,34345.836,34.84,7.84,1.78,1.78,0.441,0.52,1.691,6.81,0.769,-2,38.18915,-122.92888
6/17/2019,1:16:23,14.668,100.89,91.7,7.52,52.838,42.41,34344.594,34.84,7.84,1.75,1.75,0.396,0.48,1.678,6.76,0.778,-1.8,38.18917,-122.9289
6/17/2019,1:16:28,14.672,100.91,91.7,7.52,52.836,42.413,34343.164,34.84,7.84,1.75,1.75,0.491,0.57,1.668,6.72,0.797,-1.6,38.18919,-122.92892
6/17/2019,1:16:33,14.678,100.9,91.7,7.52,52.83,42.414,34339.246,34.83,7.84,1.72,1.72,0.471,0.55,1.671,6.73,0.767,-1.2,38.18921,-122.92895
6/17/2019,1:16:38,14.667,100.9,91.7,7.51,52.835,42.408,34342.734,34.83,7.84,1.83,1.83,0.314,0.39,1.702,6.85,0.793,-1.1,38.18923,-122.92896
6/17/2019,1:16:43,14.678,100.9,91.6,7.51,52.832,42.415,34340.508,34.83,7.84,1.67,1.67,0.458,0.54,1.622,6.53,0.777,-1.5,38.18925,-122.92899
6/17/2019,1:16:48,14.679,100.91,91.6,7.51,52.83,42.416,34339.438,34.83,7.84,1.7,1.7,0.362,0.44,1.674,6.74,0.798,-1.5,38.18927,-122.92901
6/17/2019,1:16:53,14.688,100.9,91.6,7.51,52.828,42.423,34338.238,34.83,7.84,1.76,1.76,0.443,0.52,1.636,6.59,0.81,-1.7,38.18929,-122.92903
6/17/2019,1:16:58,14.675,100.9,91.6,7.51,52.84,42.421,34345.941,34.84,7.84,1.65,1.65,0.418,0.5,1.804,7.26,0.791,-1.8,38.18931,-122.92905
6/17/2019,1:17:03,14.68,100.9,91.6,7.51,52.832,42.418,34341.098,34.83,7.84,1.78,1.78,0.446,0.53,1.846,7.43,0.595,-1.4,38.18932,-122.92908
6/17/2019,1:17:08,14.677,100.9,91.6,7.51,52.829,42.413,34338.527,34.83,7.84,1.8,1.8,0.407,0.49,1.801,7.25,0.452,-1.3,38.18932,-122.92913
6/17/2019,1:17:13,14.667,100.9,91.5,7.5,52.833,42.406,34341.48,34.83,7.84,1.85,1.85,0.445,0.52,1.735,6.98,0.494,-1.4,38.18931,-122.92917
6/17/2019,1:17:18,14.659,100.89,91.4,7.49,52.838,42.401,34344.75,34.84,7.84,1.72,1.72,0.501,0.58,1.85,7.45,0.477,-1.4,38.1893,-122.92918
6/17/2019,1:17:23,14.663,100.89,91.3,7.49,52.83,42.399,34339.684,34.83,7.84,1.83,1.83,0.512,0.59,1.632,6.57,0.509,-0.9,38.18928,-122.92917
6/17/2019,1:17:28,14.655,100.92,91.2,7.48,52.832,42.393,34340.621,34.83,7.84,1.63,1.63,0.396,0.48,1.658,6.68,0.577,-1.2,38.1893,-122.92915
6/17/2019,1:17:33,14.639,100.89,91.2,7.48,52.851,42.392,34353.113,34.85,7.84,1.81,1.81,0.535,0.61,1.74,7.01,0.484,-1.4,38.18932,-122.92912
6/17/2019,1:17:38,14.653,100.9,91.2,7.48,52.837,42.396,34344.32,34.84,7.84,1.73,1.73,0.399,0.48,1.584,6.38,0.443,-2,38.18934,-122.92908
6/17/2019,1:17:43,14.651,100.9,91.2,7.48,52.842,42.397,34347.355,34.84,7.84,1.87,1.87,0.384,0.46,1.732,6.97,0.428,-2.8,38.18935,-122.92905
6/17/2019,1:17:48,14.642,100.89,91.3,7.49,52.849,42.395,34352.16,34.84,7.84,1.8,1.8,0.444,0.52,1.747,7.03,0.418,-2.6,38.18933,-122.92902
6/17/2019,1:17:53,14.639,100.9,91.3,7.49,52.847,42.389,34350.613,34.84,7.84,1.87,1.87,0.399,0.48,1.612,6.49,0.406,-2.8,38.1893,-122.929
6/17/2019,1:17:58,14.661,100.9,91.5,7.5,52.829,42.397,34339.168,34.83,7.84,1.72,1.72,0.322,0.4,1.627,6.55,0.41,-3,38.18928,-122.92899
6/17/2019,1:18:03,14.653,100.9,91.4,7.5,52.839,42.397,34345.578,34.84,7.84,1.73,1.73,0.408,0.49,1.788,7.2,0.43,-3.3,38.18925,-122.92896
6/17/2019,1:18:08,14.644,100.9,91.4,7.5,52.844,42.392,34348.359,34.84,7.84,1.74,1.74,0.498,0.58,1.578,6.36,0.422,-3.5,38.18923,-122.92896
6/17/2019,1:18:13,14.644,100.88,91.4,7.5,52.842,42.391,34347.559,34.84,7.84,1.68,1.68,0.412,0.49,1.709,6.88,0.416,-3.8,38.1892,-122.92895
6/17/2019,1:18:18,14.644,100.89,91.4,7.5,52.841,42.389,34346.848,34.84,7.84,1.77,1.77,0.36,0.44,1.68,6.77,0.417,-3.3,38.18917,-122.92894
6/17/2019,1:18:23,14.64,100.89,91.4,7.5,52.841,42.384,34346.656,34.84,7.84,1.91,1.91,0.371,0.45,1.856,7.47,0.412,-3.2,38.18914,-122.92894
6/17/2019,1:18:28,14.643,100.89,91.4,7.49,52.841,42.388,34346.789,34.84,7.84,1.86,1.86,0.423,0.5,1.531,6.17,0.404,-3.4,38.18911,-122.92894
6/17/2019,1:18:33,14.635,100.89,91.3,7.49,52.846,42.384,34349.578,34.84,7.84,1.81,1.81,0.532,0.61,1.701,6.85,0.417,-3.3,38.18908,-122.92892
6/17/2019,1:18:38,14.633,100.9,91.3,7.49,52.847,42.383,34350.578,34.84,7.84,1.75,1.75,0.453,0.53,1.847,7.43,0.433,-3.4,38.18906,-122.92892
6/17/2019,1:18:43,14.644,100.9,91.3,7.49,52.841,42.389,34346.617,34.84,7.84,1.86,1.86,0.404,0.48,1.602,6.45,0.427,-3.7,38.18903,-122.92889
6/17/2019,1:18:48,14.643,100.9,91.3,7.49,52.846,42.391,34349.742,34.84,7.84,1.87,1.87,0.465,0.54,1.78,7.17,0.44,-4.1,38.18901,-122.92886
6/17/2019,1:18:53,14.631,100.9,91.2,7.48,52.851,42.384,34353.203,34.85,7.84,1.74,1.74,0.523,0.6,1.746,7.03,0.428,-4.6,38.189,-122.92883
6/17/2019,1:18:58,14.632,100.9,91.3,7.49,52.852,42.385,34353.855,34.85,7.84,1.75,1.75,0.391,0.47,1.671,6.73,0.422,-4.6,38.18898,-122.92879
6/17/2019,1:19:03,14.636,100.91,91.3,7.49,52.847,42.386,34350.391,34.84,7.84,1.85,1.85,0.261,0.34,1.737,6.99,0.419,-4.8,38.18896,-122.92876
6/17/2019,1:19:08,14.636,100.9,91.4,7.5,52.851,42.388,34353.41,34.85,7.84,1.76,1.76,0.46,0.54,1.748,7.04,0.424,-4.3,38.18894,-122.92874
6/17/2019,1:19:13,14.632,100.9,91.4,7.5,52.85,42.385,34352.551,34.85,7.84,1.78,1.78,0.485,0.56,1.706,6.87,0.415,-3.6,38.18891,-122.92873
6/17/2019,1:19:18,14.624,100.9,91.4,7.5,52.854,42.379,34354.922,34.85,7.84,1.71,1.71,0.408,0.49,1.657,6.68,0.419,-3.6,38.18888,-122.92873
6/17/2019,1:19:23,14.624,100.91,91.4,7.5,52.857,42.382,34356.805,34.85,7.84,1.82,1.82,0.373,0.45,1.631,6.57,0.398,-3.8,38.18885,-122.92874
6/17/2019,1:19:28,14.617,100.91,91.4,7.5,52.852,42.371,34353.918,34.85,7.84,1.85,1.85,0.381,0.46,1.551,6.25,0.394,-3.8,38.18882,-122.92875
6/17/2019,1:19:33,14.612,100.91,91.3,7.49,52.856,42.369,34356.574,34.85,7.84,1.85,1.85,0.373,0.45,1.701,6.85,0.442,-3.7,38.18879,-122.92873
6/17/2019,1:19:38,14.61,100.9,91.2,7.49,52.852,42.364,34354.074,34.85,7.84,1.85,1.85,0.423,0.5,1.765,7.1,0.442,-4,38.18877,-122.92871
6/17/2019,1:19:43,14.606,100.91,91.2,7.48,52.86,42.365,34358.734,34.85,7.84,1.73,1.73,0.484,0.56,1.538,6.2,0.44,-4,38.18876,-122.92868
6/17/2019,1:19:48,14.612,100.9,91.2,7.48,52.854,42.367,34355.016,34.85,7.84,1.73,1.73,0.424,0.5,1.677,6.76,0.458,-3.5,38.18876,-122.92864
6/17/2019,1:19:53,14.623,100.91,91.2,7.48,52.849,42.375,34351.996,34.84,7.84,1.78,1.78,0.457,0.54,1.665,6.71,0.428,-3.6,38.18874,-122.9286
6/17/2019,1:19:58,14.62,100.91,91.2,7.48,52.851,42.373,34353.402,34.85,7.84,1.72,1.72,0.438,0.52,1.613,6.5,0.408,-3.7,38.18873,-122.92857
6/17/2019,1:20:03,14.632,100.91,91.2,7.48,52.85,42.384,34352.535,34.85,7.84,1.73,1.73,0.367,0.45,1.746,7.03,0.417,-3.3,38.18871,-122.92854
6/17/2019,1:20:08,14.629,100.91,91.2,7.48,52.847,42.38,34350.828,34.84,7.84,1.85,1.85,0.472,0.55,1.575,6.35,0.419,-2.9,38.18868,-122.92852
6/17/2019,1:20:13,14.634,100.9,91.1,7.47,52.847,42.383,34350.309,34.84,7.84,1.79,1.79,0.464,0.54,1.747,7.03,0.43,-2.3,38.18866,-122.9285
6/17/2019,1:20:18,14.631,100.91,91,7.47,52.847,42.381,34350.559,34.84,7.84,1.75,1.75,0.443,0.52,1.67,6.72,0.415,-2.5,38.18863,-122.9285
6/17/2019,1:20:23,14.626,100.9,91,7.47,52.842,42.372,34347.594,34.84,7.84,1.85,1.85,0.471,0.55,1.631,6.57,0.398,-2.8,38.1886,-122.9285
6/17/2019,1:20:28,14.619,100.9,91,7.47,52.85,42.371,34352.578,34.84,7.84,1.78,1.78,0.343,0.42,1.726,6.95,0.407,-2.9,38.18857,-122.92851
6/17/2019,1:20:33,14.623,100.91,90.9,7.46,52.849,42.374,34351.766,34.84,7.84,1.83,1.83,0.479,0.56,1.647,6.63,0.418,-2.6,38.18854,-122.9285
6/17/2019,1:20:38,14.614,100.91,90.9,7.46,52.848,42.364,34351.047,34.84,7.84,1.86,1.86,0.34,0.42,1.565,6.31,0.417,-2.5,38.18851,-122.9285
6/17/2019,1:20:43,14.606,100.91,90.8,7.45,52.855,42.362,34355.547,34.85,7.84,1.8,1.8,0.376,0.46,1.564,6.3,0.431,-2.4,38.18848,-122.92848
6/17/2019,1:20:48,14.601,100.9,90.8,7.46,52.851,42.353,34353.215,34.84,7.84,1.87,1.87,0.471,0.55,1.581,6.37,0.416,-2.6,38.18846,-122.92847
6/17/2019,1:20:53,14.598,100.9,90.8,7.46,52.853,42.353,34354.465,34.85,7.84,1.73,1.73,0.448,0.53,1.551,6.25,0.419,-2.9,38.18843,-122.92844
6/17/2019,1:20:58,14.602,100.9,90.8,7.45,52.852,42.356,34353.605,34.85,7.84,1.84,1.84,0.384,0.46,1.658,6.68,0.415,-2.3,38.18842,-122.92842
6/17/2019,1:21:03,14.593,100.9,90.7,7.45,52.856,42.349,34356.25,34.85,7.84,1.77,1.77,0.547,0.63,1.604,6.46,0.428,-1.9,38.1884,-122.92839
6/17/2019,1:21:08,14.593,100.9,90.7,7.45,52.858,42.351,34357.793,34.85,7.84,1.75,1.75,0.514,0.59,1.649,6.64,0.428,-1.6,38.18838,-122.92835
6/17/2019,1:21:13,14.592,100.89,90.6,7.44,52.857,42.35,34356.867,34.85,7.84,1.74,1.74,0.299,0.38,1.586,6.39,0.42,-1.5,38.18837,-122.92832
6/17/2019,1:21:18,14.574,100.9,90.6,7.44,52.86,42.334,34359.238,34.85,7.84,1.76,1.76,0.498,0.58,1.76,7.09,0.418,-1.7,38.18835,-122.92828
6/17/2019,1:21:23,14.562,100.9,90.6,7.44,52.867,42.328,34363.762,34.86,7.84,1.81,1.81,0.347,0.43,1.588,6.4,0.416,-1.6,38.18833,-122.92825
6/17/2019,1:21:28,14.556,100.9,90.6,7.44,52.867,42.322,34363.551,34.86,7.84,1.87,1.87,0.417,0.5,1.698,6.84,0.412,-1.1,38.1883,-122.92823
6/17/2019,1:21:33,14.547,100.91,90.6,7.44,52.87,42.315,34365.57,34.86,7.84,1.79,1.79,0.42,0.5,1.565,6.31,0.412,-1.3,38.18828,-122.92822
6/17/2019,1:21:38,14.535,100.9,90.5,7.44,52.878,42.309,34370.398,34.86,7.84,1.68,1.68,0.494,0.57,1.665,6.7,0.411,-1.5,38.18825,-122.92821
6/17/2019,1:21:43,14.524,100.89,90.6,7.45,52.884,42.303,34374.543,34.87,7.84,1.7,1.7,0.29,0.37,1.505,6.07,0.407,-1.8,38.18822,-122.92821
6/17/2019,1:21:48,14.518,100.9,90.6,7.45,52.886,42.298,34376.188,34.87,7.84,1.79,1.79,0.315,0.39,1.529,6.16,0.406,-1.8,38.18818,-122.92821
6/17/2019,1:21:53,14.514,100.91,90.6,7.45,52.887,42.295,34376.418,34.87,7.84,1.76,1.76,0.575,0.65,1.62,6.53,0.405,-1.5,38.18815,-122.92822
6/17/2019,1:21:58,14.537,100.91,90.7,7.45,52.869,42.303,34364.863,34.86,7.84,1.72,1.72,0.456,0.54,1.505,6.07,0.4,-1.6,38.18812,-122.92822
6/17/2019,1:22:03,14.546,100.91,90.7,7.45,52.87,42.313,34365.477,34.86,7.84,1.78,1.78,0.464,0.54,1.494,6.02,0.419,-1.7,38.18809,-122.92822
6/17/2019,1:22:08,14.549,100.9,90.7,7.45,52.869,42.316,34364.586,34.86,7.84,1.76,1.76,0.627,0.71,1.533,6.18,0.421,-2.1,38.18806,-122.9282
6/17/2019,1:22:13,14.541,100.9,90.7,7.45,52.874,42.311,34367.801,34.86,7.84,1.78,1.78,0.293,0.37,1.586,6.39,0.419,-1.8,38.18805,-122.92818
6/17/2019,1:22:18,14.535,100.9,90.7,7.46,52.881,42.31,34372.625,34.86,7.84,1.83,1.83,0.475,0.55,1.677,6.75,0.436,-1.4,38.18803,-122.92815
6/17/2019,1:22:23,14.524,100.91,90.8,7.46,52.886,42.304,34375.68,34.87,7.84,1.67,1.67,0.28,0.36,1.435,5.79,0.426,-1.7,38.18801,-122.92812
6/17/2019,1:22:28,14.524,100.9,90.8,7.46,52.889,42.306,34377.941,34.87,7.84,1.68,1.68,0.413,0.49,1.572,6.33,0.506,-2.3,38.18801,-122.92809
6/17/2019,1:22:33,14.518,100.9,90.9,7.47,52.889,42.3,34377.898,34.87,7.84,1.59,1.59,0.417,0.5,1.691,6.81,0.665,-2.3,38.188,-122.92806
6/17/2019,1:22:38,14.502,100.91,90.9,7.47,52.9,42.293,34384.957,34.88,7.84,1.7,1.7,0.45,0.53,1.61,6.48,0.759,-2.8,38.18801,-122.92805
6/17/2019,1:22:43,14.501,100.9,90.9,7.48,52.898,42.291,34383.758,34.88,7.84,1.68,1.68,0.456,0.54,1.7,6.84,0.802,-3.1,38.18802,-122.92805
6/17/2019,1:22:48,14.502,100.9,91,7.48,52.899,42.292,34384.168,34.88,7.84,1.64,1.64,0.532,0.61,1.702,6.85,0.814,-3.1,38.18803,-122.92805
6/17/2019,1:22:53,14.501,100.9,91,7.48,52.901,42.293,34385.789,34.88,7.84,1.7,1.7,0.501,0.58,1.591,6.41,0.81,-2.9,38.18805,-122.92805
6/17/2019,1:22:58,14.506,100.9,91,7.48,52.894,42.292,34381.324,34.87,7.84,1.68,1.68,0.539,0.62,1.618,6.52,0.791,-2.9,38.18806,-122.92805
6/17/2019,1:23:03,14.505,100.9,91,7.48,52.896,42.293,34382.461,34.87,7.84,1.57,1.57,0.447,0.53,1.733,6.98,0.82,-2.5,38.18808,-122.92806
6/17/2019,1:23:08,14.504,100.91,91,7.48,52.898,42.293,34383.469,34.88,7.84,1.71,1.71,0.364,0.44,1.522,6.14,0.812,-2.8,38.18809,-122.92807
6/17/2019,1:23:13,14.51,100.9,91,7.48,52.893,42.295,34380.156,34.87,7.84,1.61,1.61,0.368,0.45,1.523,6.14,0.803,-3.2,38.1881,-122.92809
6/17/2019,1:23:18,14.511,100.89,91,7.48,52.898,42.3,34383.578,34.88,7.84,1.68,1.68,0.585,0.66,1.523,6.14,0.789,-3.8,38.18812,-122.92811
6/17/2019,1:23:23,14.518,100.91,91,7.48,52.888,42.299,34377.086,34.87,7.84,1.69,1.69,0.398,0.48,1.699,6.84,0.776,-4.2,38.18814,-122.92813
